248,9.56,22.9881499463,30.78,1
249,10.41,22.9992779102,30.13,1
251,10.38,23.0431577787,30.6,1
244,10.28,23.1278304726,30.79,1
246,10.11,22.9601871057,30.08,1
247,9.95,23.029287224,29.67,1
250,10.33,22.954191131,29.93,1
256,10.41,23.0573886027,30.51,1
250,9.8,23.0351881806,30.81,1
253,9.54,23.0271474599,30.44,1
245,10.1,23.1204824696,30.29,1
245,9.97,23.0231934401,31.16,1
250,9.07,23.017673214,30.64,1
246,8.09,23.0361548955,32.4,1
249,9.59,22.930020676,30.34,1
246,9.8,22.985536214,30.67,1
248,10.08,22.9687267166,31.24,1
251,11.18,23.014741329,29.71,1
247,9.05,22.9708431824,31.31,1
251,10.47,23.0456694858,29.52,1
254,8.91,23.0166591707,31.52,1
253,9,23.1139979464,31.19,1
251,9.14,22.9503580141,31.17,1
247,9.74,23.0731264678,30.55,1
252,10.2,23.0451773558,30.43,1
247,9.21,23.0488942032,31.81,1
246,10.73,23.0393671619,28.92,1
254,9.53,23.0162335215,30.29,1
248,10.32,23.0153462887,30.12,1
250,10.13,23.0586203609,30.92,1
247,9.95,23.0362386496,29.96,1
249,9.59,23.0252980253,30.9,1
248,11.01,23.0422701166,28.69,1
253,9.62,23.0692171875,30.42,1
245,9.9,23.0594077396,30.32,1
249,11.02,23.1143519837,29.36,1
250,9.75,23.0179847584,30.23,1
246,9.23,23.0980093077,30.97,1
250,9.67,23.1035284368,30.22,1
249,9.53,23.038017855,30.33,1
251,9.88,23.0311673064,30.49,1
257,9.74,23.028978435,29.99,1
252,9.16,23.0173141181,31.13,1
252,9.34,23.0098273378,30.82,1
253,10.02,22.9311012821,30.49,1
247,11.5,23.0114021008,29.29,1
252,9.74,23.026794219,30.21,1
250,9.75,22.9912678339,30.59,1
252,9.16,22.9672933573,31.19,1
247,10.81,23.0109076013,29.82,1
249,10.18,22.9723725044,30.82,1
246,10.53,23.1654490104,29.87,1
249,10.47,23.0017444922,29.83,1
252,9,23.0787521738,31.12,1
245,9.36,23.0184634317,30.35,1
252,9.68,22.9646034923,30.81,1
246,8.81,22.9778692558,31.35,1
246,10.57,22.9050100783,29.84,1
248,9.49,23.0191422452,30.77,1
250,11.25,22.98608061,28.51,1
246,10.21,23.1125929773,30.54,1
249,9.45,23.0509417309,30.54,1
244,9.39,22.9910987016,30,1
253,10.69,23.0524168763,29.39,1
248,9.68,23.072703045,31.06,1
250,9.49,23.0393748314,30.94,1
255,9.27,23.0140638898,30.88,1
251,10.71,23.0163638256,29.53,1
252,10.03,22.9830013196,30.11,1
252,10.25,23.0291730859,30.11,1
245,11.61,23.1316054625,29.25,1
247,9.66,23.0620685861,29.65,1
244,10.02,23.0152338987,30.04,1
250,9.07,23.048752811,31.13,1
247,9.58,23.0151518369,30.72,1
245,9.98,23.105703609,29.71,1
250,9.36,22.9727130052,30.86,1
249,10.49,22.9812231285,29.02,1
247,9.61,23.0489227199,30.85,1
252,10.36,23.0090719234,29.65,1
247,10.48,22.9862223023,29.81,1
250,9.87,23.0513590094,29.4,1
249,9.61,23.016949235,30.89,1
249,10.48,23.0019027471,29.65,1
252,9.27,23.0519432659,29.93,1
253,10.16,22.9777141726,30.16,1
253,10.3,23.0635218437,30.38,1
245,9.92,23.0093400107,30.25,1
252,9.85,23.051426708,30.12,1
248,8.5,23.0836125009,30.81,1
252,8.93,23.0766654897,31.1,1
251,10.21,23.0684484658,30.89,1
251,8.79,23.0777638448,30.73,1
247,9.66,23.1011044483,30.62,1
249,8.47,23.0392442462,31.46,1
251,11.04,22.94491028,29.42,1
249,9.87,23.0651476657,30.39,1
249,10.34,23.0625770982,29.82,1
249,9.61,23.0011536048,31.17,1
251,9.52,23.0349415356,30.67,1
250,8.55,22.953886463,29.15,2
248,7.86,22.9772216586,30.24,2
252,7.55,22.9838639487,30.38,2
249,8.88,23.0059038177,29.03,2
252,8.69,23.0960282322,29.39,2
253,8.55,22.9797567941,29.96,2
250,8.9,23.0379231968,29.53,2
248,8.44,22.9796558056,30.21,2
249,8.36,23.0636231941,29.92,2
249,8.38,23.188278492,30.2,2
249,9.19,23.0337547199,28.98,2
246,9.83,22.9928331266,29.05,2
253,8.16,23.0087951834,29.93,2
246,9.82,23.0233057134,29.21,2
248,8.26,22.9840636863,30.42,2
251,7.84,23.0344811934,30.39,2
248,8.78,23.0148943809,29.46,2
252,8.47,23.0391228018,30.11,2
251,9.38,23.0950753664,29.77,2
248,8.18,23.0222300084,30.33,2
252,10.06,23.1149949338,29.12,2
251,10.07,23.0849152041,28.74,2
252,8.02,22.9338991235,30.41,2
244,9.09,23.042858434,29.08,2
253,8.21,22.9917278071,30.19,2
243,9.74,23.0271303598,28.78,2
250,8.99,23.0799364356,29.58,2
252,8.19,23.0806712607,29.92,2
253,9.17,23.0471131029,29.98,2
247,9.6,23.0607924763,28.81,2
250,8.91,23.0704875775,29.85,2
251,8.72,22.9355232161,29.25,2
243,8.72,22.9350516611,30.29,2
248,8.03,22.9730923408,30.47,2
246,10.17,23.0413894107,28.65,2
247,9.53,23.0770415358,29.37,2
244,7.89,22.9707759604,30.02,2
250,9.76,23.0398998616,29.12,2
252,8.5,23.0505622344,29.87,2
248,9.1,23.1123057515,30.14,2
251,9.77,23.0569694663,28.56,2
253,9.4,23.0360560007,29.72,2
251,9.72,22.9726045119,28.77,2
249,8.93,22.9844010486,29.68,2
247,7.67,22.9672312814,29.73,2
249,8.24,22.994339657,30.16,2
253,8.7,23.135668243,29.44,2
248,8.15,23.0215875094,30.24,2
257,9.21,23.0722212541,29.18,2
248,8.61,23.0675379889,29.55,2
252,9.19,22.9936388879,29.02,2
253,8.21,23.0533084691,30.38,2
249,8.26,23.003278047,30.04,2
255,8.15,22.927680485,29.55,2
255,8.61,22.989631893,28.98,2
243,7.35,23.0320963002,30.48,2
248,8.14,23.0337809068,30,2
249,9.57,22.9752582911,29.41,2
252,9.12,23.0036632745,29.5,2
